,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,length_accept,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
195,0,0.17307692766189575,712.0,cafe,,You can read the label to take the medicine safely,he should rebhe label to take the medicine safely,0.25999999046325684,1.0,,13.0,13,,10.0,0.0,7,80c30997704f4e50839dd1a53b3fc179,6686ae44f6ca4d148b028274f710d04f,he should read the label to take the medicine safely,he should rebhe label to take the medicine safely,0.07692307978868484,6686ae44,2.0
3655,0,0.056603774428367615,1002.0,cafe,,he should read the label to take the medicine safely,but you should read the label to take the medicine safely,0.12280701845884323,1.0,,13.0,13,,10.0,0.0,8,6686ae44f6ca4d148b028274f710d04f,7504f72991e342d38fa2136df033a74b,You should read the label to take the medicine safely,but you should read the label to take the medicine safely,0.08771929889917374,7504f729,1.0
146,0,0.0,1637.0,cafe,,You should read the label to take the medicine safely,you should read all able to take the medicine safely,0.11320754885673523,1.0,,13.0,13,,10.0,0.0,9,7504f72991e342d38fa2136df033a74b,15543dc3dc254192b79882eb6f1842ae,You should read the label to take the medicine safely,you should read all able to take the medicine safely,0.11320754885673523,15543dc3,0.0
2888,0,0.01886792480945587,1767.0,cafe,,You should read the label to take the medicine safely,you should read the label to take the madisinestafly,0.11320754885673523,1.0,,13.0,13,,10.0,0.0,10,15543dc3dc254192b79882eb6f1842ae,05dd2d694153452f816e88539b54d534,you should read the label to take the medicine safely,you should read the label to take the madisinestafly,0.09433962404727936,05dd2d69,0.0
2375,0,0.056603774428367615,677.0,cafe,,you should read the label to take the medicine safely,we should read the label to take the medicine safely,0.056603774428367615,1.0,,13.0,13,,10.0,0.0,11,05dd2d694153452f816e88539b54d534,6c80819ed90e4ec2b722949d207b071d,we should read the label to take the medicine safely,we should read the label to take the medicine safely,0.0,6c80819e,1.0
698,0,0.11320754885673523,734.0,cafe,,we should read the label to take the medicine safely,he should read the labels to take the medicine safer,0.07692307978868484,1.0,,13.0,13,,10.0,0.0,12,6c80819ed90e4ec2b722949d207b071d,ced34bb304034c3aa798ad0d3bb2497a,you should read the labels to take the medicine safer,he should read the labels to take the medicine safer,0.056603774428367615,ced34bb3,3.0
1477,0,0.03703703731298447,1765.0,cafe,,you should read the labels to take the medicine safer,you should read the labels to take the medicine safely,0.03703703731298447,1.0,,13.0,13,,10.0,0.0,13,ced34bb304034c3aa798ad0d3bb2497a,dda8b7f3daa94c3c8b503865fc95800b,you should read the labels to take the medicine safely,you should read the labels to take the medicine safely,0.0,dda8b7f3,1.0
2198,0,0.19298245012760162,1089.0,cafe,,you should read the labels to take the medicine safely,i send dora labels to take the medicine suffering,0.37037035822868347,1.0,,13.0,13,,10.0,0.0,14,dda8b7f3daa94c3c8b503865fc95800b,99dc0221229d46d5947b08a6a4f66976,You should view the labels to take the medicine suffering,i send dora labels to take the medicine suffering,0.2631579041481018,99dc0221,2.0
887,0,0.14035087823867798,675.0,cafe,,You should view the labels to take the medicine suffering,you should do the labels to take the medicine somewhere,0.22807016968727112,1.0,,13.0,13,,10.0,0.0,15,99dc0221229d46d5947b08a6a4f66976,a563a6c1d4334cd9b8b616dbeefa333e,You should view the labels to take the medicine somewhere,you should do the labels to take the medicine somewhere,0.08771929889917374,a563a6c1,1.0
2697,0,0.017543859779834747,860.0,cafe,,You should view the labels to take the medicine somewhere,you should be the labels to take the medicine somewhere,0.07017543911933899,1.0,,13.0,13,,10.0,0.0,16,a563a6c1d4334cd9b8b616dbeefa333e,876d7aa475bc4fbeb6b0e9caa660e31b,you should view the labels to take the medicine somewhere,you should be the labels to take the medicine somewhere,0.05263157933950424,876d7aa4,0.0
3124,0,0.0,965.0,cafe,,you should view the labels to take the medicine somewhere,you should view the labels to take the medicine somewhere,0.0,1.0,,13.0,13,,10.0,0.0,17,876d7aa475bc4fbeb6b0e9caa660e31b,e7e6cf9bab944075b6cb7890a0b46312,you should view the labels to take the medicine somewhere,you should view the labels to take the medicine somewhere,0.0,e7e6cf9b,0.0
616,0,0.15789473056793213,5385.0,cafe,,you should view the labels to take the medicine somewhere,you should use the labels to take the medicine some way,0.14035087823867798,1.0,,13.0,13,,10.0,0.0,18,e7e6cf9bab944075b6cb7890a0b46312,df565f190d5c43a59eb975f1676d0788,You should use the labels to take the medicine some way,you should use the labels to take the medicine some way,0.0181818176060915,df565f19,3.0
2713,0,0.05454545468091965,683.0,cafe,,You should use the labels to take the medicine some way,no we should use to labels to take the mein some ,0.23636363446712494,1.0,,13.0,13,,11.0,0.0,19,df565f190d5c43a59eb975f1676d0788,7dc5642ad9fa455186e2759151b3222e,We should use the labels to take the medicine some way,no we should use to labels to take the mein some ,0.24074074625968933,7dc5642a,1.0
3076,0,0.09259258955717087,1306.0,cafe,,We should use the labels to take the medicine some way,we should use the wave to take the medicine some way ,0.1111111119389534,1.0,,13.0,13,,11.0,0.0,20,7dc5642ad9fa455186e2759151b3222e,7f5c9a97880243dc887a5901998e54d5,We should use the wave to take the medicines some way,we should use the wave to take the medicine some way ,0.056603774428367615,7f5c9a97,2.0
1224,0,0.1607142835855484,865.0,cafe,,We should use the wave to take the medicines some way,you should use the way to take the medicine in some way,0.145454540848732,1.0,,13.0,13,,11.0,0.0,21,7f5c9a97880243dc887a5901998e54d5,8f285aef5a2a4053ac09ff1d4e7cf864,You should use the whey to take the medicine in some way,you should use the way to take the medicine in some way,0.0535714291036129,8f285aef,4.0
3449,0,0.1428571492433548,1026.0,cafe,,You should use the whey to take the medicine in some way,you should use the way you took the medicine and some way,0.17543859779834747,1.0,,13.0,13,,12.0,0.0,22,8f285aef5a2a4053ac09ff1d4e7cf864,e0c2fbea427849669dbd64c56c6e4932,you should use the way you took the medicine in some way,you should use the way you took the medicine and some way,0.035087719559669495,e0c2fbea,3.0
1427,0,0.0535714291036129,907.0,cafe,,you should use the way you took the medicine in some way,we should use the way to the medicine somewhere,0.3035714328289032,1.0,,13.0,13,,12.0,0.0,23,e0c2fbea427849669dbd64c56c6e4932,e572f6489e034bdbb79bcf5c22d8525f,We should use the way you took the medicine in some way,we should use the way to the medicine somewhere,0.27272728085517883,e572f648,1.0
314,0,0.24137930572032928,1937.0,cafe,,We should use the way you took the medicine in some way,he should use the way that you took the medicine somewhat,0.21052631735801697,1.0,,13.0,13,,12.0,0.0,24,e572f6489e034bdbb79bcf5c22d8525f,5d795e0ec6f646cea9d09ac1959a2823,You should use the way that you took the medicine somewhat,he should use the way that you took the medicine somewhat,0.0517241396009922,5d795e0e,5.0
3732,0,0.0,858.0,cafe,,You should use the way that you took the medicine somewhat,he should use the way that he took the medicine somewhat,0.1034482792019844,1.0,,13.0,13,,11.0,0.0,25,5d795e0ec6f646cea9d09ac1959a2823,799076a75c024c9383dd5b572955e19a,You should use the way that you took the medicine somewhat,he should use the way that he took the medicine somewhat,0.1034482792019844,799076a7,0.0
3759,0,0.2068965584039688,988.0,cafe,,You should use the way that you took the medicine somewhat,you should use the way that turk in medicine somewhat,0.17241379618644714,1.0,,13.0,13,,11.0,0.0,27,799076a75c024c9383dd5b572955e19a,b13c20535cd94f46a9cfc902cf591ccc,you should use the way the turk in medicine somewhat,you should use the way that turk in medicine somewhat,0.03773584961891174,b13c2053,4.0
14,0,0.14814814925193787,928.0,cafe,,you should use the way the turk in medicine somewhat,you should use in a way the terien medicine somewhat,0.1538461595773697,1.0,,13.0,13,,10.0,0.0,28,b13c20535cd94f46a9cfc902cf591ccc,1d3dc3af526d4e5a86b558f3bb525d3e,You should use and weigh the turk in medicine somewhat,you should use in a way the terien medicine somewhat,0.2222222238779068,1d3dc3af,2.0
3564,0,0.0555555559694767,873.0,cafe,,You should use and weigh the turk in medicine somewhat,you should use a way the turkey matason somewhat,0.29629629850387573,1.0,,13.0,13,,10.0,0.0,29,1d3dc3af526d4e5a86b558f3bb525d3e,1039b1d2b07f469f8df5a9d844ac7698,You should use and weigh the turkey medicine somewhat,you should use a way the turkey matason somewhat,0.24528302252292633,1039b1d2,2.0
2127,0,0.4444444477558136,749.0,cafe,,You should use and weigh the turkey medicine somewhat,you should use away the turkey that is in the sunlight,0.4444444477558136,0.0,,13.0,13,,9.0,0.0,30,1039b1d2b07f469f8df5a9d844ac7698,81a3d681c4a84b5fb29a84de82a86407,you should use away the turkey that is in the sunlight,you should use away the turkey that is in the sunlight,0.0,81a3d681,7.0
0,0,,,,,,,,,,,14,,,,-1,,0,a county may have several towns or cities within it,,,,
4213,0,0.3529411852359772,805.0,cafe,,a county may have several towns or cities within it,the county may have several towns between two lines,0.3529411852359772,1.0,,14.0,14,,10.0,0.0,0,0,56a676028bf349d0914567b3f9d3f6a6,The county may have several towns between two lines,the county may have several towns between two lines,0.019607843831181526,56a67602,5.0
102,0,0.4615384638309479,2300.0,cafe,,The county may have several towns between two lines,the counine may have two differences between levels,0.47058823704719543,1.0,,14.0,14,,9.0,0.0,1,56a676028bf349d0914567b3f9d3f6a6,114b28b597e24cefbcf6b4f704598a31,the counting may have two differences between levels,the counine may have two differences between levels,0.03846153989434242,114b28b5,5.0
3289,0,0.17307692766189575,653.0,cafe,,the counting may have two differences between levels,the county may have two differences between members,0.13461539149284363,1.0,,14.0,14,,8.0,0.0,2,114b28b597e24cefbcf6b4f704598a31,9dfd56d8e51a4abb832447dcc6410214,The county may have two differences between members ,the county may have two differences between members,0.03846153989434242,9dfd56d8,3.0
4196,0,0.25,1135.0,cafe,,The county may have two differences between members ,it may have two differences between members,0.19230769574642181,1.0,,14.0,14,,9.0,0.0,3,9dfd56d8e51a4abb832447dcc6410214,ce35af424654442283cc251cacf75575,It may have 2 differences between members,it may have two differences between members,0.09302325546741486,ce35af42,4.0
196,0,0.2222222238779068,1210.0,cafe,,It may have 2 differences between members,you may have two differences between memory,0.20930232107639313,1.0,,14.0,14,,7.0,0.0,4,ce35af424654442283cc251cacf75575,6686ae44f6ca4d148b028274f710d04f,you may have two differences between memories,you may have two differences between memory,0.06666667014360428,6686ae44,3.0
2939,0,0.24444444477558136,1398.0,cafe,,you may have two differences between memories,they may have two differences between them,0.24444444477558136,1.0,,14.0,14,,7.0,0.0,6,6686ae44f6ca4d148b028274f710d04f,50e8266de4024318978e7fbf46d00253,They may have two differences between them,they may have two differences between them,0.02380952425301075,50e8266d,2.0
3872,0,0.0,876.0,cafe,,They may have two differences between them,they may have two differences between them,0.02380952425301075,1.0,,14.0,14,,7.0,0.0,7,50e8266de4024318978e7fbf46d00253,433477a1ba034d3eb5a1e912d460d543,They may have two differences between them,they may have two differences between them,0.02380952425301075,433477a1,0.0
506,0,0.0,821.0,cafe,,They may have two differences between them,they may have two differences between them,0.02380952425301075,1.0,,14.0,14,,7.0,0.0,8,433477a1ba034d3eb5a1e912d460d543,74217265ca5f4afda7ee6fdc702bcf4d,They may have two differences between them,they may have two differences between them,0.02380952425301075,74217265,0.0
1917,0,0.02380952425301075,974.0,cafe,,They may have two differences between them,they may have two differences between them,0.02380952425301075,1.0,,14.0,14,,7.0,0.0,11,74217265ca5f4afda7ee6fdc702bcf4d,8d0f270b85d34ee69619e79a675de93a,they may have two differences between them,they may have two differences between them,0.0,8d0f270b,0.0
4334,0,0.4761904776096344,592.0,cafe,,they may have two differences between them,they may have to disasisten's play,0.4761904776096344,1.0,,14.0,14,,7.0,0.0,12,8d0f270b85d34ee69619e79a675de93a,0b9a7c8d54cf4661919b0aed8d612d46,They may have two disc systems playing,they may have to disasisten's play,0.2631579041481018,0b9a7c8d,3.0
252,0,0.02631578966975212,1499.0,cafe,,They may have two disc systems playing,they may have to this systems playing,0.1315789520740509,1.0,,14.0,14,,7.0,0.0,13,0b9a7c8d54cf4661919b0aed8d612d46,5822731a3e0d434480a3c02bdc88517c,They may have two disk systems playing,they may have to this systems playing,0.1315789520740509,5822731a,1.0
294,0,0.10526315867900848,908.0,cafe,,They may have two disk systems playing,you may have two disk systems plain,0.15789473056793213,1.0,,14.0,14,,7.0,0.0,14,5822731a3e0d434480a3c02bdc88517c,28e4cc60044b4cfa98e0cfb8974e9495,you may have two disk systems playing,you may have two disk systems plain,0.054054055362939835,28e4cc60,1.0
3565,0,0.0810810774564743,713.0,cafe,,you may have two disk systems playing,you may have to disonsistem'sfpwain,0.2432432472705841,1.0,,14.0,14,,7.0,0.0,15,28e4cc60044b4cfa98e0cfb8974e9495,1039b1d2b07f469f8df5a9d844ac7698,You may have to disc systems playing,you may have to disonsistem'sfpwain,0.25,1039b1d2,2.0
3520,0,0.2222222238779068,821.0,cafe,,You may have to disc systems playing,you may have to disksistele for,0.3611111044883728,1.0,,14.0,14,,7.0,0.0,17,1039b1d2b07f469f8df5a9d844ac7698,737a3f0f0dc64e02aaa3b289e1763a60,You may have two disc systems free,you may have to disksistele for,0.29411765933036804,737a3f0f,2.0
2662,0,0.029411764815449715,1194.0,cafe,,You may have two disc systems free,you may have two disk systems free,0.05882352963089943,1.0,,14.0,14,,7.0,0.0,18,737a3f0f0dc64e02aaa3b289e1763a60,b752d7fad45a4830a9b2d2808e662886,you may have two disc systems free,you may have two disk systems free,0.029411764815449715,b752d7fa,0.0
2333,0,0.2222222238779068,649.0,cafe,,you may have two disc systems free,may have two dissistence for you,0.44117647409439087,1.0,,14.0,14,,7.0,0.0,19,b752d7fad45a4830a9b2d2808e662886,953e30e15bab4be2a59726d385fa9a56,We may have two disc systems for you,may have two dissistence for you,0.25,953e30e1,3.0
2844,0,0.1666666716337204,919.0,cafe,,We may have two disc systems for you,we have to if it them for yours,0.4444444477558136,1.0,,14.0,14,,8.0,0.0,20,953e30e15bab4be2a59726d385fa9a56,ff5d44de765e4e13b219fe480a34e42a,we have two disk systems for you,we have to if it them for yours,0.34375,ff5d44de,2.0
4254,0,0.21621622145175934,912.0,cafe,,we have two disk systems for you,we have two different systems for you,0.18918919563293457,1.0,,14.0,14,,7.0,0.0,21,ff5d44de765e4e13b219fe480a34e42a,bef0fc4782374793bcd185f027e5e093,We have two different systems for you,we have two different systems for you,0.027027027681469917,bef0fc47,1.0
3913,0,0.0,1092.0,cafe,,We have two different systems for you,we have two different systems for you,0.027027027681469917,1.0,,14.0,14,,7.0,0.0,22,bef0fc4782374793bcd185f027e5e093,ae5d2b8dcbbd4757aa06ffcd566fe8ae,We have two different systems for you,we have two different systems for you,0.027027027681469917,ae5d2b8d,0.0
