,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
473,0,0.022727273404598236,663.0,cafe,,Did he not notice that I was beside the soup,if he not notice that i was beside the soup,0.06818182021379471,,11.0,11,,10.0,0.0,19,0d034d7409f64499814de9cd077ac7f0,e6760247169048e0b7cadc76964b404e,did he not notice that I was beside the soup,if he not notice that i was beside the soup,0.06818182021379471,e6760247,0.0
561,0,0.08888889104127884,2962.0,cafe,,did he not notice that I was beside the soup,did you not notice that i was beside that so,0.1818181872367859,,11.0,11,,10.0,0.0,20,e6760247169048e0b7cadc76964b404e,c2bbae951ae84dc48207b1935389d8de,Did you not notice that I was beside the soup,did you not notice that i was beside that so,0.13333334028720856,c2bbae95,1.0
971,0,0.15555556118488312,1211.0,cafe,,Did you not notice that I was beside the soup,did he learn noticed a late the side the soup,0.4444444477558136,,11.0,11,,10.0,0.0,21,c2bbae951ae84dc48207b1935389d8de,a79de0dbbe7542d0ab5a7d1e95513ca9,Did you not notice the label beside the soup,did he learn noticed a late the side the soup,0.4000000059604645,a79de0db,3.0
1724,0,0.06818182021379471,4789.0,cafe,,Did you not notice the label beside the soup,that you not notice though ladel beside the super,0.2448979616165161,,11.0,11,,9.0,0.0,22,a79de0dbbe7542d0ab5a7d1e95513ca9,235d5bd19f0340edb67a0a55d34a3936,did you not notice the ladle beside the soup,that you not notice though ladel beside the super,0.2448979616165161,235d5bd1,1.0
1602,0,0.06818182021379471,1942.0,cafe,,did you not notice the ladle beside the soup,did not notice the ladle inside the soup,0.13636364042758942,,11.0,11,,9.0,0.0,24,235d5bd19f0340edb67a0a55d34a3936,c102400293ce46aa818d294ec1da8407,Did you not notice the ladle inside the soup,did not notice the ladle inside the soup,0.11363636702299118,c1024002,1.0
1619,0,0.25,739.0,cafe,,Did you not notice the ladle inside the soup,did de no no is the window beside the sea,0.40909090638160706,,11.0,11,,9.0,0.0,25,c102400293ce46aa818d294ec1da8407,94b7b6b62b3d4e01a305f4505f8c4f9e,did you not notice the window beside the sea,did de no no is the window beside the sea,0.15909090638160706,94b7b6b6,3.0
92,0,0.06818182021379471,581.0,cafe,,did you not notice the window beside the sea,do you not notice the widow beside the seat,0.09090909361839294,,11.0,11,,9.0,0.0,26,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,do you not notice the window beside the seat,do you not notice the widow beside the seat,0.022727273404598236,7a6228b5,2.0
1924,0,0.022727273404598236,728.0,cafe,,do you not notice the window beside the seat,do you not notice the window but beside the seat,0.0833333358168602,,11.0,11,,9.0,0.0,27,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,Do you not notice the window beside the seat,do you not notice the window but beside the seat,0.1041666641831398,6af9802c,0.0
0,0,,,,,,,,,,12,,,,-1,,0,the discovery of oil has caused many cities to grow,,,,
875,0,0.0,1130.0,cafe,,the discovery of oil has caused many cities to grow,the discovery of oil has calls many cities to grow,0.0784313753247261,,12.0,12,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,the discovery of oil has caused many cities to grow,the discovery of oil has calls many cities to grow,0.0784313753247261,34185301,0.0
1461,0,0.019607843831181526,768.0,cafe,,the discovery of oil has caused many cities to grow,the discovery of oil has caused many cities to grown,0.01923076994717121,,12.0,12,,10.0,0.0,1,3418530188874362906071bff7b82f88,8146a8977d6a42b7a4a3a8352e2090ff,The discovery of oil has caused many cities to grow,the discovery of oil has caused many cities to grown,0.03846153989434242,8146a897,0.0
1969,0,0.05882352963089943,2664.0,cafe,,The discovery of oil has caused many cities to grow,the discovery of oil has as many cities to rem,0.1568627506494522,,12.0,12,,10.0,0.0,4,8146a8977d6a42b7a4a3a8352e2090ff,edb850d5f65e40b7aca9cf14da4fd06b,The discovery of oil has caused many cities to run,the discovery of oil has as many cities to rem,0.14000000059604645,edb850d5,1.0
1811,0,0.019999999552965164,755.0,cafe,,The discovery of oil has caused many cities to run,the discovery of oil has caused many cities to run,0.019999999552965164,,12.0,12,,10.0,0.0,5,edb850d5f65e40b7aca9cf14da4fd06b,9c5b93032ff54ea7aa4f2b30a87eb5f6,the discovery of oil has caused many cities to run,the discovery of oil has caused many cities to run,0.0,9c5b9303,0.0
1133,0,0.019999999552965164,918.0,cafe,,the discovery of oil has caused many cities to run,the discovery of oil as cause many cities to run,0.03999999910593033,,12.0,12,,10.0,0.0,6,9c5b93032ff54ea7aa4f2b30a87eb5f6,cfd2091586984815987b9eae31ce432e,The discovery of oil has caused many cities to run,the discovery of oil as cause many cities to run,0.05999999865889549,cfd20915,0.0
435,0,0.05882352963089943,880.0,cafe,,The discovery of oil has caused many cities to run,the discovery of oil has cost many cities to grow,0.1599999964237213,,12.0,12,,10.0,0.0,7,cfd2091586984815987b9eae31ce432e,5bcd571bb9b645bc92fe6a4a7d5cfb35,The discovery of oil has caused many cities to grow,the discovery of oil has cost many cities to grow,0.09803921729326248,5bcd571b,1.0
259,0,0.43396225571632385,577.0,cafe,,The discovery of oil has caused many cities to grow,the discovery of oil has home numerous soice to birds ,0.42592594027519226,,12.0,12,,10.0,0.0,8,5bcd571bb9b645bc92fe6a4a7d5cfb35,67497f6ffb7e47d795ea7b655ccdd0ca,the discovery of oil has helped numerous oyster birds,the discovery of oil has home numerous soice to birds ,0.2222222238779068,67497f6f,5.0
834,0,0.5185185074806213,495.0,cafe,,the discovery of oil has helped numerous oyster birds,they discovered that oil has numerous useful resources,0.5,,12.0,12,,9.0,0.0,10,67497f6ffb7e47d795ea7b655ccdd0ca,dc02e8bc38234eed94e4e0cfbe083801,They discovered that oil has numerous useful resources,they discovered that oil has numerous useful resources,0.018518518656492233,dc02e8bc,6.0
602,0,0.018518518656492233,1333.0,cafe,,They discovered that oil has numerous useful resources,they discovered that oil has numerous usulveresources,0.09259258955717087,,12.0,12,,8.0,0.0,11,dc02e8bc38234eed94e4e0cfbe083801,e4d333ad2de54f93b023b7de0a005bb6,they discovered that oil has numerous useful resources,they discovered that oil has numerous usulveresources,0.07407407462596893,e4d333ad,0.0
1426,0,0.018518518656492233,1372.0,cafe,,they discovered that oil has numerous useful resources,they discovered that oil has numerous useful resources,0.0,,12.0,12,,8.0,0.0,12,e4d333ad2de54f93b023b7de0a005bb6,805b2dbf2fdc4b7da527a1990caa2cec,They discovered that oil has numerous useful resources,they discovered that oil has numerous useful resources,0.018518518656492233,805b2dbf,0.0
169,0,0.25925925374031067,835.0,cafe,,They discovered that oil has numerous useful resources,they discovered the oil as meaning for resources,0.29629629850387573,,12.0,12,,8.0,0.0,13,805b2dbf2fdc4b7da527a1990caa2cec,79898d5889764da58052ff63b6d18806,they discovered the oil as meaningful resources,they discovered the oil as meaning for resources,0.0625,79898d58,4.0
1572,0,0.30612245202064514,648.0,cafe,,they discovered the oil as meaningful resources,they discovered the world as apportlereesoios,0.3617021143436432,,12.0,12,,7.0,0.0,14,79898d5889764da58052ff63b6d18806,35858264868b49228a1b1ad4c9704a32,They discovered the world has important resources,they discovered the world as apportlereesoios,0.26530611515045166,35858264,3.0
523,0,0.3265306055545807,986.0,cafe,,They discovered the world has important resources,he discovered the world has perforations,0.3265306055545807,,12.0,12,,7.0,0.0,15,35858264868b49228a1b1ad4c9704a32,53edaed0aee2422e96af6c0d3d636962,he discovered the world has perforations,he discovered the world has perforations,0.0,53edaed0,3.0
1764,0,0.05000000074505806,757.0,cafe,,he discovered the world has perforations,i had discovered the world has perforations,0.09302325546741486,,12.0,12,,6.0,0.0,16,53edaed0aee2422e96af6c0d3d636962,f10793460a41442eaf56f7ded13b9924,I discovered the world has perforations,i had discovered the world has perforations,0.11627907305955887,f1079346,1.0
1245,0,0.07692307978868484,685.0,cafe,,I discovered the world has perforations,i discovered the world has preparations,0.10256410390138626,,12.0,12,,6.0,0.0,17,f10793460a41442eaf56f7ded13b9924,c4dd3ef88be647518f2c64ca88bfc62b,I discovered the world has preparations,i discovered the world has preparations,0.025641025975346565,c4dd3ef8,1.0
396,0,0.23076923191547394,896.0,cafe,,I discovered the world has preparations,i discovered the world which separates,0.25641027092933655,,12.0,12,,6.0,0.0,18,c4dd3ef88be647518f2c64ca88bfc62b,821252d8660547b98b13f0103b19af8a,I discovered the world which separates,i discovered the world which separates,0.02631578966975212,821252d8,2.0
214,0,0.1315789520740509,740.0,cafe,,I discovered the world which separates,i discovered the world was separate,0.15789473056793213,,12.0,12,,6.0,0.0,19,821252d8660547b98b13f0103b19af8a,aec6a83b7a6f4297a2a5d2c6ac47be85,I discovered the world was separate,i discovered the world was separate,0.02857142873108387,aec6a83b,2.0
1301,0,0.0,2712.0,cafe,,I discovered the world was separate,i discovered the world was separate,0.02857142873108387,,12.0,12,,6.0,0.0,20,aec6a83b7a6f4297a2a5d2c6ac47be85,d1c72cfdf11448a3ad5761f7c0561742,I discovered the world was separate,i discovered the world was separate,0.02857142873108387,d1c72cfd,0.0
1481,0,0.0555555559694767,533.0,cafe,,I discovered the world was separate,i discovered the world was separate,0.02857142873108387,,12.0,12,,6.0,0.0,21,d1c72cfdf11448a3ad5761f7c0561742,1d1900d9e2494fa899d00cf82c8a9203,i discovered the world was separate ,i discovered the world was separate,0.02777777798473835,1d1900d9,1.0
1055,0,0.1944444477558136,437.0,cafe,,i discovered the world was separate ,i discovered the world was seven,0.1666666716337204,,12.0,12,,7.0,0.0,23,1d1900d9e2494fa899d00cf82c8a9203,69dd4ca23d664987873b5c73e7eafb56,I discovered the world was seven,i discovered the world was seven,0.03125,69dd4ca2,2.0
1685,0,0.11764705926179886,2386.0,cafe,,I discovered the world was seven,i discovered the world was set ,0.125,,12.0,12,,6.0,0.0,24,69dd4ca23d664987873b5c73e7eafb56,49faa5f32cca4f248a9024990304d41b,I discovered the world was settled,i discovered the world was set ,0.14705882966518402,49faa5f3,1.0
684,0,0.11764705926179886,469.0,cafe,,I discovered the world was settled,i discovered the world was set,0.14705882966518402,,12.0,12,,6.0,0.0,25,49faa5f32cca4f248a9024990304d41b,f9e0f9db780d4c8d92ad9598dcefdf22,I discovered the world was set,i discovered the world was set,0.03333333507180214,f9e0f9db,1.0
1013,0,0.09677419066429138,834.0,cafe,,I discovered the world was set,i discovered the world was flat,0.12903225421905518,,12.0,12,,6.0,0.0,26,f9e0f9db780d4c8d92ad9598dcefdf22,74a609fd7e5447888a1a0224668388f0,I discovered the world was flat,i discovered the world was flat,0.032258063554763794,74a609fd,1.0
474,0,0.0625,1134.0,cafe,,I discovered the world was flat,he discovered the world was flat,0.0625,,12.0,12,,6.0,0.0,27,74a609fd7e5447888a1a0224668388f0,e6760247169048e0b7cadc76964b404e,he discovered the world was flat,he discovered the world was flat,0.0,e6760247,1.0
562,0,0.03125,1965.0,cafe,,he discovered the world was flat,he discovered the world was a flat,0.05882352963089943,,12.0,12,,6.0,0.0,28,e6760247169048e0b7cadc76964b404e,c2bbae951ae84dc48207b1935389d8de,He discovered the world was flat,he discovered the world was a flat,0.0882352963089943,c2bbae95,0.0
647,0,0.15625,678.0,cafe,,He discovered the world was flat,discovered the world was flat,0.09375,,12.0,12,,6.0,0.0,29,c2bbae951ae84dc48207b1935389d8de,1cefe57bd04e4664a111ec51ceda6dd4,discover the world was flat,discovered the world was flat,0.06896551698446274,1cefe57b,2.0
352,0,0.1034482792019844,883.0,cafe,,discover the world was flat,discovered the world was a flat,0.12903225421905518,,12.0,12,,5.0,0.0,30,1cefe57bd04e4664a111ec51ceda6dd4,f1f031c96dc64732afb95fe3643f804f,Discovered the world was flat,discovered the world was a flat,0.09677419066429138,f1f031c9,1.0
1620,0,0.0,980.0,cafe,,Discovered the world was flat,discovered the world was flat,0.03448275849223137,,12.0,12,,5.0,0.0,31,f1f031c96dc64732afb95fe3643f804f,94b7b6b62b3d4e01a305f4505f8c4f9e,Discovered the world was flat,discovered the world was flat,0.03448275849223137,94b7b6b6,0.0
93,0,0.03448275849223137,584.0,cafe,,Discovered the world was flat,discovered the world was flat,0.03448275849223137,,12.0,12,,5.0,0.0,33,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,discovered the world was flat,discovered the world was flat,0.0,7a6228b5,0.0
1925,0,0.0,734.0,cafe,,discovered the world was flat,discovered the world was flat,0.0,,12.0,12,,5.0,0.0,34,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,discovered the world was flat,discovered the world was flat,0.0,6af9802c,0.0
0,0,,,,,,,,,,13,,,,-1,,0,they can read the label and use the medicine safely,,,,
876,0,0.0,900.0,cafe,,they can read the label and use the medicine safely,they can read the label and use the medicine safely,0.0,,13.0,13,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,they can read the label and use the medicine safely,they can read the label and use the medicine safely,0.0,34185301,0.0
729,0,0.0,1042.0,cafe,,they can read the label and use the medicine safely,they can read the label and use the medicine safely,0.0,,13.0,13,,10.0,0.0,1,3418530188874362906071bff7b82f88,d14ebf1fffae49d8b76323eb6c393120,they can read the label and use the medicine safely,they can read the label and use the medicine safely,0.0,d14ebf1f,0.0
308,0,0.24528302252292633,538.0,cafe,,they can read the label and use the medicine safely,they can read the label in us that for conversation,0.3137255012989044,,13.0,13,,10.0,0.0,4,d14ebf1fffae49d8b76323eb6c393120,5f79d04e2f934f27ac5a37fefa1b8f11,they can read the label and use that for conversation,they can read the label in us that for conversation,0.056603774428367615,5f79d04e,3.0
835,0,0.01886792480945587,670.0,cafe,,they can read the label and use that for conversation,they can read the label an dusedthaffor conversation,0.07547169923782349,,13.0,13,,10.0,0.0,5,5f79d04e2f934f27ac5a37fefa1b8f11,dc02e8bc38234eed94e4e0cfbe083801,They can read the label and use that for conversation,they can read the label an dusedthaffor conversation,0.09433962404727936,dc02e8bc,0.0
260,0,0.07547169923782349,880.0,cafe,,They can read the label and use that for conversation,they can readdelaabl and used her as conversation,0.2641509473323822,,13.0,13,,10.0,0.0,6,dc02e8bc38234eed94e4e0cfbe083801,67497f6ffb7e47d795ea7b655ccdd0ca,they can read the label and use that as conversation,they can readdelaabl and used her as conversation,0.19230769574642181,67497f6f,1.0
1427,0,0.19230769574642181,1084.0,cafe,,they can read the label and use that as conversation,he can read the label and have this conversation,0.17307692766189575,,13.0,13,,10.0,0.0,7,67497f6ffb7e47d795ea7b655ccdd0ca,805b2dbf2fdc4b7da527a1990caa2cec,He can read the label and have this conversation,he can read the label and have this conversation,0.02083333395421505,805b2dbf,4.0
170,0,0.02083333395421505,772.0,cafe,,He can read the label and have this conversation,he can read the label and have this conversation,0.02083333395421505,,13.0,13,,9.0,0.0,8,805b2dbf2fdc4b7da527a1990caa2cec,79898d5889764da58052ff63b6d18806,he can read the label and have this conversation,he can read the label and have this conversation,0.0,79898d58,0.0
1573,0,0.06122449040412903,762.0,cafe,,he can read the label and have this conversation,you can read the label and have this conversation,0.06122449040412903,,13.0,13,,9.0,0.0,9,79898d5889764da58052ff63b6d18806,35858264868b49228a1b1ad4c9704a32,You can read the label and have this conversation,you can read the label and have this conversation,0.020408162847161293,35858264,1.0
1202,0,0.0,791.0,cafe,,You can read the label and have this conversation,you can read the label and have this conversation,0.020408162847161293,,13.0,13,,9.0,0.0,11,35858264868b49228a1b1ad4c9704a32,e1f5fb8bc21048cb8a50771b80eda39a,You can read the label and have this conversation,you can read the label and have this conversation,0.020408162847161293,e1f5fb8b,0.0
